# {"t_start": 1553409298.3841975, "env_id": null} 
r,l,t
179.512305,61,361.314693
254.501394,76,361.576237
423.599536,142,362.071583
362.973529,133,362.898264
535.570975,157,363.809487
198.347776,68,364.0493
524.717577,140,364.532691
457.458454,131,365.346102
252.111448,84,365.638243
308.048134,121,366.420113
286.67308,88,366.729147
248.829457,87,367.029533
277.847691,107,367.763488
504.315478,161,368.325634
445.786559,146,369.186745
291.322844,92,369.50699
454.672209,135,370.329195
344.234059,114,370.732335
279.347397,89,371.388937
370.371193,117,371.809774
271.488094,107,372.526824
374.449181,117,372.932292
333.93001,106,373.299083
294.5741,90,373.976025
219.296462,68,374.21023
338.538574,103,374.566117
263.559874,98,375.272177
325.937132,104,375.638283
247.022452,82,376.265921
263.849225,84,376.565357
177.959532,65,376.79461
383.021855,121,377.731
307.325562,115,378.140813
334.699352,100,378.383159
252.559094,98,379.077186
238.100491,106,379.457381
358.065748,111,380.18985
323.448642,102,380.547314
288.508005,88,380.853467
248.739562,93,381.534276
282.063236,101,381.882502
378.917551,123,382.672819
330.361297,100,383.018799
380.764282,120,383.796534
424.593773,131,384.25161
258.006393,94,384.577403
315.321507,94,385.264357
331.867586,107,385.632579
233.367449,82,386.281835
253.800806,98,386.62293
301.574763,93,386.949963
460.476236,145,387.817178
246.319086,86,388.115763
310.125016,105,388.847753
344.595177,99,389.188507
350.406535,119,389.603177
347.646758,110,390.363535
331.273391,101,390.710297
294.053148,88,391.378538
406.407004,116,391.778932
431.19622,125,392.576961
299.828747,111,392.963857
488.127309,143,393.811736
402.089335,131,394.264266
328.23411,105,394.633423
367.908986,107,395.358091
449.117061,138,395.842115
380.912006,111,396.580017
239.966936,70,396.822187
362.975888,108,397.552185
323.000114,91,397.864339
238.232029,75,398.124488
321.724902,92,398.809845
260.495979,87,399.110745
313.661943,94,399.433548
342.604234,103,400.15907
351.856084,110,400.536048
257.55498,81,400.815912
276.948199,97,401.512815
412.551434,110,401.901688
386.324596,129,402.699331
278.70593,92,403.016648
446.837605,136,403.850224
304.080482,89,404.156477
416.059249,116,404.561707
271.257615,91,405.250867
382.102881,129,405.693907
461.375141,140,406.547656
429.102554,115,406.951118
307.127647,93,407.637158
271.115389,90,407.942798
354.863105,101,408.295045
387.195984,131,409.111054
391.508273,112,409.501093
405.615102,138,410.350699
475.127876,135,410.821824
408.114437,119,411.598756
400.507703,135,412.070451
179.159073,62,412.654379
608.145985,197,413.343058
297.024576,90,414.01957
286.488216,87,414.326972
371.049819,106,415.067037
268.285625,95,415.399017
372.24655,98,415.743363
407.282711,117,416.508475
261.011468,98,416.844322
523.225056,152,417.746849
369.784785,109,418.134119
536.807553,157,419.033607
377.090394,114,419.429598
648.668636,178,420.410595
358.749182,124,420.848922
363.856203,116,421.598913
295.495188,87,421.91512
604.695294,165,422.836684
275.391789,110,423.224616
387.686382,117,423.975168
355.710905,98,424.3118
438.883226,131,425.135992
260.119176,81,425.419366
290.773223,94,425.743688
319.286962,117,426.508748
226.544996,74,426.764963
537.85392,194,427.806658
428.781432,113,428.201225
222.378388,82,428.846329
417.480526,126,429.291421
294.967195,97,429.630374
409.943786,140,430.488374
372.554726,136,430.964502
295.308112,90,431.630463
432.1216,120,432.047169
356.10924,108,432.771573
449.714465,126,433.217852
324.276862,110,433.971073
265.928726,103,434.346903
295.11422,82,434.642041
311.574556,92,435.293815
418.953506,117,435.713396
322.288084,106,436.432161
359.597754,116,436.839359
510.607173,161,437.755244
295.794819,85,438.048393
366.172401,100,438.398236
366.894806,106,439.123588
190.89451,68,439.370722
380.089704,106,440.086495
378.932672,116,440.491805
367.72662,106,440.8617
431.282378,130,441.664761
260.073705,81,441.946786
335.064623,91,442.619826
425.272835,121,443.052164
368.126418,111,443.439308
387.702272,108,444.150735
324.523696,107,444.525428
327.301912,107,445.252603
317.643369,93,445.575823
413.84859,152,446.461317
377.391356,114,446.853046
521.695146,141,447.722043
315.871997,91,448.040219
402.208842,119,448.452331
229.862716,77,449.074105
560.175257,145,449.576861
354.348732,96,450.269128
390.431855,120,450.682508
399.345239,132,451.500036
362.569855,103,451.864686
392.279139,125,452.645094
279.647013,98,452.989253
409.920644,114,453.384643
285.360839,95,454.0687
310.580054,91,454.386909
278.448145,96,455.081372
308.758041,95,455.407837
408.84569,120,455.827079
320.642229,94,456.517158
270.281762,85,456.809447
288.791015,83,457.100376
484.327204,181,458.074937
268.791338,82,458.360548
394.532109,120,459.144349
438.062372,123,459.573891
422.96106,141,460.422269
313.577656,91,460.746279
325.555393,97,461.423927
459.537892,127,461.861674
370.079275,101,462.572916
270.471788,95,462.907321
401.441835,134,463.385113
343.227653,100,464.078962
404.022159,123,464.505358
415.748338,152,465.395262
335.579462,96,465.726714
291.719507,99,466.422705
299.259591,94,466.759135
377.726306,99,467.101116
332.033624,95,467.785911
346.861223,108,468.161266
388.923645,130,468.968895
340.29766,121,469.386412
406.077543,118,470.177236
657.794869,211,470.900335
626.587525,175,471.898977
422.888601,119,472.651769
413.930049,115,473.052473
320.418535,98,473.392878
339.776361,112,474.13733
459.70156,136,474.610257
319.521751,88,475.27267
423.207574,117,475.681263
416.773591,119,476.45369
329.62422,94,476.77768
382.656054,110,477.519091
390.336354,104,477.878304
384.199761,108,478.251703
507.941679,145,479.126881
229.458202,84,479.415489
298.379408,94,480.097493
334.268982,99,480.442714
540.729556,166,481.373955
346.028244,95,481.703006
353.052044,99,482.051582
301.160598,85,482.707578
258.342775,81,482.987373
349.112791,102,483.338254
353.176689,104,484.068173
531.489489,156,484.620751
292.530036,89,485.268198
331.006823,97,485.602948
245.326011,90,486.279737
307.277182,93,486.602643
580.815988,148,487.113308
404.001344,122,487.898257
303.812381,99,488.241172
526.69858,154,489.132086
298.570242,102,489.489312
368.622804,101,490.195525
429.67775,117,490.603936
343.115668,100,491.31518
423.821654,121,491.736834
392.400492,111,492.127783
235.314035,79,492.749802
526.696865,131,493.202878
353.341358,103,493.918975
419.201919,111,494.305387
334.455332,91,494.627642
374.533795,119,495.394638
226.841854,73,495.648264
211.052817,70,496.249757
