entropy,meankl,ev_tdlam_before,EpisodesSoFar,TimeElapsed,optimgain,TimestepsSoFar,EpLenMean,EpRewMean,surrgain,entloss,EpThisIter
33.540825,0.007986617,0.9602942951023579,3890,518.4677746295929,0.19099528,352213,123.45,416.3536454286806,0.19099528,0.0,18
33.53471,0.008187644,0.7802214175462723,3915,522.2338154315948,0.19346888,354977,116.125,390.9587464657982,0.19346888,0.0,25
33.50689,0.008208341,0.9037141501903534,3935,525.972737789154,0.1958894,357394,112.675,384.37294068211673,0.1958894,0.0,20
33.47524,0.008401817,0.9351203739643097,3958,529.7190158367157,0.19267306,360026,117.85,402.21855754271985,0.19267306,0.0,23
33.443287,0.0079912115,0.8857918456196785,3981,533.4486465454102,0.18797907,362680,115.625,394.98409611460204,0.18797907,0.0,23
33.41488,0.00795617,0.9306821525096893,4002,537.2003395557404,0.19809696,365187,118.95,406.54074388837404,0.19809696,0.0,21
33.398956,0.008308945,0.9339297711849213,4024,540.9445376396179,0.20282742,367641,112.375,380.80127880671864,0.20282742,0.0,22
33.367996,0.008229037,0.9325691387057304,4048,544.7010476589203,0.19326526,370334,111.725,382.6874979412752,0.19326526,0.0,24
33.341164,0.00839358,0.9635242447257042,4069,548.4673998355865,0.18910949,372971,119.825,418.2091185192964,0.18910949,0.0,21
33.33277,0.008367019,0.9555024392902851,4091,552.2284286022186,0.19388482,375671,124.05,426.1664995169114,0.19388482,0.0,22
33.328655,0.008263996,0.9597303904592991,4113,555.9707083702087,0.18812868,378341,122.75,429.6918033468729,0.18812868,0.0,22
33.31147,0.008317152,0.9098925590515137,4136,559.7060580253601,0.18970187,380946,116.275,409.9623109170616,0.18970187,0.0,23
33.291252,0.0079860855,0.9498334005475044,4156,563.4397013187408,0.1994919,383472,119.525,414.7135624831914,0.1994919,0.0,20
33.28096,0.00840404,0.9525527507066727,4177,567.180109500885,0.20230782,385984,123.0,428.4043089922449,0.20230782,0.0,21
33.257652,0.008411331,0.933692067861557,4199,570.9138765335083,0.20857549,388741,122.6,427.6796621734391,0.20857549,0.0,22
33.247944,0.008494474,0.8792256787419319,4221,574.6664419174194,0.19546686,391437,122.6,429.58473102710343,0.19546686,0.0,22
33.226913,0.00807831,0.9631627351045609,4243,578.4089925289154,0.1909552,394159,120.85,428.29595853735935,0.1909552,0.0,22
33.2138,0.0084979,0.9683521501719952,4263,582.1463477611542,0.18874688,396628,124.6,435.6402131435731,0.18874688,0.0,20
33.199623,0.008156267,0.9615539163351059,4285,585.8779463768005,0.19207844,399304,122.875,424.8061498238637,0.19207844,0.0,22
33.193466,0.008301035,0.9648781642317772,4306,589.6250126361847,0.2045813,401691,117.0,396.83184963399094,0.2045813,0.0,21
33.165512,0.008081261,0.9395458623766899,4326,593.3696217536926,0.18875518,404179,119.0,414.3491675693923,0.18875518,0.0,20
33.14978,0.008349473,0.9495351687073708,4347,597.129091501236,0.18690875,406700,122.45,430.79209711942275,0.18690875,0.0,21
33.1267,0.008426444,0.909956656396389,4367,600.8696866035461,0.20232637,409017,117.7,413.6454444676839,0.20232637,0.0,20
33.111794,0.00811888,0.952725738286972,4388,604.6257543563843,0.18998991,411493,116.475,416.45484624652124,0.18998991,0.0,21
33.08088,0.0084671145,0.9193998277187347,4408,608.3962073326111,0.20599589,414063,122.9,428.84504425711657,0.20599589,0.0,20
33.076828,0.007899926,0.9306161850690842,4428,612.1221232414246,0.21482582,416594,127.525,438.9929409134411,0.21482582,0.0,20
33.05233,0.008144155,0.9712599013000727,4450,615.8689897060394,0.19450073,419255,124.425,428.4989453804834,0.19450073,0.0,22
33.035828,0.008312135,0.9500201344490051,4471,619.6047065258026,0.18986091,421834,121.025,414.3224577667864,0.18986091,0.0,21
33.016846,0.008502718,0.8620109558105469,4491,623.3364925384521,0.19215128,424378,125.575,438.3085498727658,0.19215128,0.0,20
32.994087,0.008438037,0.9429929219186306,4514,627.0781378746033,0.20634976,427064,118.875,409.41958685474924,0.20634976,0.0,23
32.976524,0.00835036,0.9163647145032883,4533,630.8166527748108,0.20696954,429669,124.175,428.421869271487,0.20696954,0.0,19
32.968254,0.008435358,0.9628912657499313,4553,634.5615458488464,0.18838057,432296,133.725,469.49930109250636,0.18838057,0.0,20
32.958008,0.008158905,0.8809177577495575,4572,638.3005983829498,0.20915599,434973,135.525,471.60830100463147,0.20915599,0.0,19
32.93432,0.008302251,0.9311574250459671,4593,642.0334966182709,0.19926521,437588,132.3,457.08715195182583,0.19926521,0.0,21
32.916462,0.008760507,0.9107991307973862,4615,645.7931151390076,0.1941442,440247,121.95,421.77692168445174,0.1941442,0.0,22
32.89397,0.008300665,0.9478181675076485,4635,649.5360989570618,0.19708565,442703,121.425,426.05332414588304,0.19708565,0.0,20
32.864483,0.008440366,0.980562487617135,4653,653.2761101722717,0.20313044,445089,126.1,448.5593330228,0.20313044,0.0,18
32.838852,0.008408276,0.9343739822506905,4673,657.0163969993591,0.20371585,447611,129.075,448.33396614176036,0.20371585,0.0,20
32.816284,0.008555849,0.9095030725002289,4692,660.7625284194946,0.20810476,449970,124.175,435.55090455538345,0.20810476,0.0,19
32.809647,0.008574066,0.9531094133853912,4713,664.5101289749146,0.21135339,452613,125.05,447.42499505943715,0.21135339,0.0,21
32.795204,0.008615652,0.957655992358923,4733,668.2545368671417,0.20400818,455223,127.5,451.174778075436,0.20400818,0.0,20
32.792274,0.008492443,0.9634045921266079,4752,672.0105364322662,0.20782754,457818,133.4,474.0921747902656,0.20782754,0.0,19
32.772026,0.00849017,0.9571911692619324,4770,675.7504425048828,0.1983122,460215,136.175,481.79489043346314,0.1983122,0.0,18
32.74716,0.008351533,0.8891547545790672,4789,679.4952988624573,0.20678961,462682,130.625,469.51387018524946,0.20678961,0.0,19
32.73777,0.008677378,0.9438434317708015,4812,683.2408080101013,0.18961808,465621,128.725,456.3100173941299,0.18961808,0.0,23
32.727745,0.008597058,0.9428071416914463,4833,687.0063655376434,0.21164922,468045,121.175,418.5057883035212,0.21164922,0.0,21
32.705524,0.0083725145,0.9467742331326008,4851,690.743243932724,0.19592464,470297,119.65,411.81454719477915,0.19592464,0.0,18
32.687286,0.008657351,0.9680409468710423,4870,694.4874451160431,0.20674801,472702,122.825,426.17836335103885,0.20674801,0.0,19
32.68325,0.0085302405,0.9061431288719177,4890,698.2271296977997,0.20685911,475389,131.175,471.1274121278637,0.20685911,0.0,20
32.665874,0.008464078,0.9634505584836006,4908,701.9803645610809,0.22938924,477999,138.85,497.2523325459829,0.22938924,0.0,18
32.664337,0.008729203,0.9513306766748428,4927,705.7352616786957,0.21651515,480559,138.125,496.1523072160815,0.21651515,0.0,19
32.639442,0.008789584,0.9104889184236526,4950,709.4853880405426,0.20423551,483441,130.45,468.6407361648491,0.20423551,0.0,23
32.631523,0.008526162,0.9692568685859442,4972,713.232604265213,0.19604434,486282,123.9,446.0318990920612,0.19604434,0.0,22
32.61756,0.008893855,0.9363331124186516,4993,717.0023877620697,0.20165186,489042,127.775,467.6664854996313,0.20165186,0.0,21
32.60197,0.008757086,0.9060220047831535,5015,720.7500064373016,0.21224864,491667,125.375,448.8318116457229,0.21224864,0.0,22
32.592888,0.008702417,0.9620745964348316,5034,724.4920511245728,0.22613339,493991,121.025,431.17558592209446,0.22613339,0.0,19
32.568604,0.008463112,0.9499963037669659,5055,728.2289469242096,0.22069529,496677,125.25,437.2495777900798,0.22069529,0.0,21
32.551598,0.008636165,0.8927825689315796,5074,731.9656102657318,0.20361173,499010,125.475,444.6770921346603,0.20361173,0.0,19
32.54003,0.008664323,0.9502499103546143,5094,735.6951222419739,0.20696478,501577,125.7,451.97213148320697,0.20696478,0.0,20
32.527405,0.008772714,0.9636707603931427,5115,739.4287259578705,0.20721106,504120,124.275,443.8455374936117,0.20721106,0.0,21
32.513664,0.008810893,0.9635793156921864,5134,743.1621491909027,0.21611765,506593,125.4,448.83328807998623,0.21611765,0.0,19
32.507324,0.008679495,0.9621451683342457,5153,746.9020183086395,0.21542493,509168,131.3,464.72910248252947,0.21542493,0.0,19
32.488884,0.008677282,0.8968594819307327,5172,750.6411137580872,0.2060326,511823,136.9,482.85545733129004,0.2060326,0.0,19
32.46688,0.008656922,0.9508208744227886,5191,754.4871039390564,0.19501433,514460,139.475,498.6478368701638,0.19501433,0.0,19
32.453186,0.00878651,0.9308433309197426,5212,758.2292847633362,0.20079775,516885,126.55,451.69977011772517,0.20079775,0.0,21
32.447914,0.008399378,0.8995643928647041,5232,761.9589221477509,0.20675412,519443,121.15,424.28876250211107,0.20675412,0.0,20
32.43837,0.008806361,0.9768960848450661,5252,765.6957712173462,0.19916126,521975,127.25,444.949983708684,0.19916126,0.0,20
32.419914,0.008896591,0.936681404709816,5274,769.4368622303009,0.20616534,524675,124.55,442.63432407092057,0.20616534,0.0,22
32.401855,0.008972143,0.959881529211998,5294,773.1915197372437,0.20923133,527219,124.6,450.14071826002566,0.20923133,0.0,20
32.38745,0.009006168,0.9383494146168232,5312,776.9424998760223,0.21105663,529793,134.7,485.77596576287,0.21105663,0.0,18
32.37905,0.009140355,0.9642583653330803,5330,780.6836392879486,0.1996664,532331,140.475,510.425048707201,0.1996664,0.0,18
32.37739,0.008760236,0.9608900137245655,5352,784.4285068511963,0.19907674,535287,137.35,502.5687591992393,0.19907674,0.0,22
32.381042,0.008893902,0.9832226280122995,5372,788.1649498939514,0.2246609,538098,136.35,486.6505447726384,0.2246609,0.0,20
32.36805,0.0086618345,0.9400281086564064,5385,791.906033039093,0.21951027,540087,140.825,496.69891160213984,0.21951027,0.0,13
32.356873,0.008703119,0.9394902028143406,5403,795.6683235168457,0.20866795,542736,148.8,523.0547058533945,0.20866795,0.0,18
32.340263,0.008713756,0.9632607772946358,5423,799.4185080528259,0.21972823,545315,136.2,483.7575370623551,0.21972823,0.0,20
32.33033,0.008876265,0.944410890340805,5441,803.161173582077,0.21548633,547660,129.9,458.4001213953922,0.21548633,0.0,18
32.304604,0.008895484,0.9149256646633148,5459,806.9003870487213,0.20578328,550041,130.65,471.4697693636087,0.20578328,0.0,18
