# {"t_start": 1552729570.8799193, "env_id": null} 
r,l,t
0.869678,32,1417.391141
0.241285,27,1417.578284
0.891947,42,1417.873214
0.86537,31,1418.088077
1.080703,36,1418.506333
1.059271,83,1419.082921
1.101934,36,1419.341032
0.846886,42,1419.636219
1.344923,43,1419.93249
0.836299,39,1420.203054
1.032767,45,1420.515578
0.915467,41,1420.798515
0.701185,30,1421.013983
1.096578,46,1421.345628
1.083531,26,1421.532198
0.957431,25,1421.706112
0.634822,45,1422.018643
1.26549,33,1422.248105
0.932962,36,1422.510105
0.91674,33,1422.741051
0.337117,38,1423.011333
1.189944,63,1423.452824
0.866612,58,1423.865134
1.10876,35,1424.110869
0.887591,42,1424.416123
1.146423,40,1424.696364
0.686113,62,1425.129506
0.650857,24,1425.305383
1.067046,55,1425.889353
0.854222,50,1426.286035
0.646874,43,1426.582363
0.984846,45,1426.890735
1.148761,40,1427.169307
1.003271,64,1427.615089
1.216276,25,1427.785479
1.067469,35,1428.026366
1.00336,38,1428.296514
0.783993,23,1428.456717
0.32706,18,1428.585732
0.448316,42,1428.878676
0.636838,28,1429.07949
0.439351,33,1429.312226
1.395494,30,1429.528036
1.087354,41,1429.808688
0.710567,39,1430.078783
1.08872,88,1430.697763
0.517512,17,1430.813694
0.890695,29,1431.014076
1.065829,30,1431.226634
0.292361,40,1431.508295
0.805797,27,1431.693965
0.800535,35,1431.934633
1.065714,36,1432.190377
0.860772,29,1432.391381
0.772128,50,1432.741112
1.490258,53,1433.264099
0.710749,29,1433.470564
0.763271,39,1433.740287
0.596628,32,1433.968005
0.982472,41,1434.253134
0.578301,30,1434.46951
1.108039,46,1434.798233
1.097209,48,1435.14221
0.924309,33,1435.374216
0.754775,47,1435.700175
0.611137,33,1435.929641
0.999359,28,1436.129636
1.074511,39,1436.406098
0.558832,49,1436.750632
1.141535,30,1436.964154
0.72697,83,1437.551118
0.74695,30,1437.764863
1.06395,27,1437.952088
0.933584,28,1438.15407
1.08774,41,1438.441635
0.981472,61,1438.866395
0.944605,33,1439.096907
0.901348,33,1439.328744
1.215726,93,1439.975185
1.298995,39,1440.248942
0.625547,24,1440.422181
1.044435,67,1441.051234
0.222706,54,1441.440691
0.337964,43,1441.742495
1.266692,37,1442.003105
0.604247,32,1442.23113
0.840234,23,1442.392737
0.550002,24,1442.564112
0.708437,36,1442.816568
0.828719,28,1443.020705
0.861016,31,1443.237721
0.421848,19,1443.373907
0.472269,44,1443.687231
0.741134,68,1444.168617
1.264176,35,1444.415864
0.958191,37,1444.674973
0.808975,40,1444.960634
0.982935,23,1445.120983
0.969314,81,1445.689482
0.817227,33,1445.916777
1.387906,46,1446.2435
1.312965,32,1446.476448
0.899635,24,1446.648664
0.879555,24,1446.820284
0.827264,36,1447.078448
0.699241,40,1447.37757
0.780533,23,1447.537152
1.129506,38,1447.805994
1.105237,46,1448.310019
0.817082,34,1448.551667
0.85894,30,1448.763954
0.92172,31,1448.980401
1.300645,46,1449.325042
1.360856,48,1449.667275
1.085589,36,1449.923893
1.502081,27,1450.111907
0.63497,47,1450.444546
1.517378,49,1450.787927
0.728441,26,1450.977178
0.968666,41,1451.266735
0.791824,35,1451.516277
1.061951,33,1451.746747
1.174935,57,1452.153869
1.139124,41,1452.444087
1.185314,35,1452.690007
1.16925,26,1452.878451
0.721103,24,1453.051552
0.252568,64,1453.508079
0.856066,56,1453.905815
1.278372,46,1454.234482
0.943179,36,1454.494096
0.997029,36,1454.748424
1.011496,34,1454.991087
1.099103,50,1455.519367
0.771887,32,1455.751487
0.947569,37,1456.010898
1.699141,41,1456.301874
0.607155,27,1456.488907
1.203027,65,1456.940268
1.274052,43,1457.238886
0.770776,24,1457.411809
1.305784,26,1457.596763
0.995278,42,1457.892568
0.34897,28,1458.094182
0.946108,24,1458.267574
0.902431,29,1458.46902
0.348125,24,1458.642284
1.339142,33,1458.869898
1.173168,42,1459.168944
0.755465,43,1459.469166
0.920932,29,1459.670279
0.992863,24,1459.840514
0.92911,38,1460.110005
0.659461,30,1460.32457
0.582039,35,1460.564263
1.303735,67,1461.027908
1.013618,43,1461.328263
1.194235,26,1461.513757
0.809684,45,1461.823727
0.714083,38,1462.091877
0.551455,26,1462.279235
0.463007,27,1462.468045
1.104324,36,1462.880466
1.05865,33,1463.113286
1.107612,42,1463.416754
1.213578,27,1463.601273
0.687031,29,1463.801134
1.014136,54,1464.180765
1.059731,43,1464.481171
0.35465,29,1464.684664
0.861151,45,1464.999813
1.029982,43,1465.302399
0.865605,36,1465.55831
1.266941,58,1465.969116
0.951529,25,1466.143281
0.247837,27,1466.333836
0.728874,39,1466.603644
1.153925,33,1466.831376
0.523686,47,1467.167388
0.894908,42,1467.473429
1.164613,32,1467.702018
0.93606,26,1467.886363
0.896082,39,1468.177509
1.020027,39,1468.452286
0.955118,36,1468.706738
0.908358,45,1469.021012
1.081512,31,1469.247248
0.998523,44,1469.561012
0.950514,36,1469.81958
1.064124,43,1470.118661
0.804598,47,1470.61067
1.232246,39,1470.879281
0.940611,42,1471.175354
0.763733,38,1471.448881
0.412874,23,1471.607803
0.339717,32,1471.833302
0.977899,63,1472.277175
0.972793,41,1472.563221
0.923213,24,1472.734444
0.838858,31,1472.949969
0.942948,33,1473.191994
0.821999,28,1473.394169
0.743729,20,1473.537596
0.511817,36,1473.794148
1.07406,46,1474.117492
0.817502,38,1474.388399
0.464123,60,1474.808982
0.949352,38,1475.08434
0.54573,39,1475.362169
0.940237,39,1475.629814
1.126834,49,1475.969489
0.476792,16,1476.086294
0.703069,30,1476.303498
0.785122,32,1476.53048
0.993554,40,1476.808416
1.281863,34,1477.049013
0.812097,59,1477.45955
1.051768,29,1477.828091
0.528366,28,1478.029474
0.514494,50,1478.389275
0.768844,49,1478.730386
0.316977,50,1479.081852
0.518515,72,1479.598123
0.977475,43,1479.901052
1.339256,30,1480.118326
0.828437,43,1480.423983
0.749145,73,1480.930616
1.14712,45,1481.257786
0.601752,31,1481.475432
0.841551,43,1481.777174
0.569283,39,1482.048136
0.893104,45,1482.367934
1.211062,47,1482.696288
1.166009,45,1483.01363
0.799514,48,1483.357719
0.82528,26,1483.543329
0.724502,25,1483.717541
0.360563,64,1484.174866
1.005891,38,1484.448931
0.191627,40,1484.735589
0.278443,24,1484.907618
0.992028,31,1485.288514
0.903965,23,1485.445206
0.74674,21,1485.589234
1.098523,31,1485.799954
0.537674,50,1486.151152
0.976073,42,1486.449809
0.257621,16,1486.56501
0.975373,28,1486.762096
1.080357,52,1487.126815
0.822982,33,1487.353312
0.964134,24,1487.523151
0.66798,38,1487.789729
0.750829,34,1488.030226
0.885496,48,1488.366207
0.941379,42,1488.656183
1.05673,26,1488.839141
0.445669,44,1489.1469
0.727069,30,1489.361212
0.911881,33,1489.587208
1.195966,37,1489.840429
0.629532,37,1490.095984
0.939406,25,1490.272564
0.961938,39,1490.542752
0.290709,79,1491.085995
0.806456,27,1491.272428
1.187686,40,1491.55374
0.864407,31,1491.76675
0.626073,29,1491.967775
1.008355,55,1492.50749
0.837322,32,1492.731499
1.069678,38,1492.9997
1.433873,41,1493.285924
0.786033,32,1493.512423
0.986018,39,1493.781262
1.135092,44,1494.091794
0.852146,29,1494.295954
0.793043,40,1494.57601
0.69334,50,1494.92684
0.356916,27,1495.111586
1.096834,64,1495.561872
0.497756,32,1495.786457
0.95138,49,1496.128905
1.182683,52,1496.497096
1.463633,43,1496.795259
0.541262,32,1497.026219
0.912098,41,1497.339602
0.589019,37,1497.598258
0.357713,43,1497.896675
1.398411,33,1498.145155
1.250143,53,1498.518847
1.297229,44,1498.829454
0.894022,35,1499.068675
1.001307,26,1499.254318
0.347314,27,1499.441513
0.907932,29,1499.808572
0.834384,37,1500.085773
0.378418,71,1500.584165
1.280807,29,1500.784405
0.529302,32,1501.013218
0.94893,41,1501.306527
0.749995,27,1501.494161
0.399934,24,1501.665173
0.910017,21,1501.812699
0.927094,37,1502.071211
1.19308,48,1502.418003
0.901381,55,1502.799926
1.424252,35,1503.042829
0.766692,38,1503.317171
1.357969,46,1503.641395
1.051556,38,1503.911644
0.429394,43,1504.212387
1.074833,43,1504.510654
1.165742,47,1504.836609
0.637235,39,1505.108413
0.810054,42,1505.411076
0.791345,29,1505.614552
0.681125,41,1505.901774
0.279301,36,1506.158639
0.663436,35,1506.403102
1.374545,44,1506.712355
0.752194,25,1506.887174
0.655428,33,1507.29436
1.157887,35,1507.542575
1.341841,37,1507.797302
0.888419,24,1507.970332
0.676883,21,1508.119976
0.339608,30,1508.339868
0.829157,53,1508.711142
0.638379,50,1509.066689
0.80421,34,1509.312037
0.966983,28,1509.515837
1.298706,31,1509.731542
1.092664,43,1510.03336
1.151573,43,1510.335259
0.621902,48,1510.677411
0.934353,33,1510.907659
0.806971,35,1511.151767
0.877038,42,1511.457615
0.558826,63,1511.907319
1.200692,46,1512.231124
0.415411,49,1512.572191
0.436731,46,1512.893784
0.430317,21,1513.04524
0.538155,51,1513.404757
0.642116,30,1513.615464
1.064357,25,1513.786713
1.72361,31,1513.999836
1.480598,43,1514.304456
1.164297,56,1514.870838
0.673408,43,1515.174016
0.717589,47,1515.507894
1.156732,32,1515.737979
0.840292,27,1515.927845
0.484733,38,1516.201915
1.007677,40,1516.488552
0.932409,34,1516.73227
1.053877,36,1516.990682
1.208951,33,1517.253436
1.073577,39,1517.528654
0.776912,20,1517.674072
0.515606,31,1517.890554
0.69635,31,1518.107984
0.97115,28,1518.312749
0.881791,26,1518.500999
0.453552,36,1518.757593
0.758619,54,1519.148013
0.680676,51,1519.508819
0.714201,25,1519.6862
1.095873,23,1519.848078
0.929213,42,1520.158216
0.8204,39,1520.434292
0.816204,27,1520.621612
0.721696,33,1520.852646
1.185315,47,1521.184735
1.134609,41,1521.47723
1.185515,56,1521.879192
0.78296,57,1522.456867
0.717636,45,1522.768969
0.816313,39,1523.038626
0.98738,37,1523.302524
0.762186,31,1523.517292
0.253454,44,1523.829392
0.447514,62,1524.271587
0.639619,62,1524.71187
1.199039,37,1524.970413
0.588475,42,1525.269335
0.185447,39,1525.540408
0.333456,27,1525.728033
0.618662,30,1525.942978
0.583708,52,1526.313082
0.896219,27,1526.500344
0.83681,49,1526.841103
0.592301,37,1527.116944
1.091948,59,1527.532907
1.186744,29,1527.733484
0.615781,57,1528.131867
1.636322,57,1528.529967
1.386856,37,1528.78495
0.981154,42,1529.103146
0.929689,57,1529.669375
0.472582,60,1530.097057
0.869662,27,1530.288524
0.714572,43,1530.585862
1.069029,39,1530.855351
0.945179,44,1531.169961
0.746518,29,1531.37407
0.955893,61,1531.795539
0.976014,31,1532.010774
0.953658,57,1532.409226
0.693132,43,1532.712074
1.086746,42,1533.006981
1.014196,33,1533.236101
0.978163,34,1533.481898
0.425243,23,1533.642961
1.032354,38,1533.914604
0.973619,42,1534.215138
1.024964,25,1534.39134
0.733332,37,1534.648664
0.446807,26,1534.834276
0.597532,21,1534.981532
1.233633,45,1535.298773
1.079988,62,1535.73872
1.069506,25,1535.913154
0.66516,33,1536.143715
0.908129,37,1536.410348
0.911276,33,1536.6394
0.685425,32,1537.033068
0.751461,37,1537.295194
0.736929,31,1537.50904
1.078495,56,1537.900385
0.813534,31,1538.114596
0.949211,59,1538.524824
1.315784,26,1538.712352
1.102576,37,1538.966944
0.870926,27,1539.164786
0.67002,56,1539.560134
0.871881,31,1539.773526
0.998233,51,1540.127934
1.024159,32,1540.357116
0.761074,47,1540.683227
1.416823,41,1540.966735
0.779441,39,1541.236445
1.00073,47,1541.565293
0.999888,25,1541.737635
1.286389,34,1541.977697
1.114205,35,1542.234267
1.412408,44,1542.543332
0.856175,31,1542.755847
1.431825,58,1543.163056
0.91292,23,1543.330142
1.083553,37,1543.590803
1.113988,42,1543.887117
1.147391,48,1544.403272
1.207951,37,1544.66089
1.232622,27,1544.847552
0.807063,29,1545.049282
0.366675,42,1545.346581
1.073763,39,1545.61835
1.303198,43,1545.962436
0.746668,55,1546.364555
0.702673,35,1546.607698
0.766051,37,1546.861874
1.204005,43,1547.165494
1.035923,31,1547.384098
1.183508,41,1547.669263
0.957412,22,1547.826565
0.460328,40,1548.10884
0.688088,34,1548.357795
0.923573,24,1548.530009
1.309473,40,1548.812302
0.295357,30,1549.03366
0.534054,18,1549.165357
0.402936,27,1549.356998
1.117581,38,1549.627017
1.1488,62,1550.065796
0.774612,26,1550.255767
1.174382,24,1550.435333
0.673863,25,1550.609992
1.419392,30,1550.825399
0.729756,46,1551.18478
0.878752,29,1551.388724
0.955851,38,1551.823484
0.795006,25,1551.995538
0.843162,35,1552.239369
0.778299,34,1552.483543
1.149309,71,1552.972707
1.098407,37,1553.26269
0.468272,42,1553.560164
0.910187,29,1553.760825
0.249056,62,1554.197199
1.088592,57,1554.596175
0.381771,19,1554.727453
0.713523,24,1554.90052
1.159175,46,1555.223701
0.958522,43,1555.522566
0.959445,45,1555.834146
1.354436,50,1556.187128
0.944283,36,1556.443193
1.354287,46,1556.763386
1.060664,38,1557.031489
1.053914,35,1557.274862
1.12614,40,1557.552974
0.405858,28,1557.750422
0.849074,34,1557.98991
0.937281,41,1558.276958
0.922245,31,1558.490984
0.790359,46,1558.810506
0.920027,25,1559.153019
0.820167,31,1559.371443
0.821791,32,1559.598922
1.184329,38,1559.869629
0.583469,18,1560.001833
1.3667,58,1560.415377
1.325595,71,1560.908233
1.070245,58,1561.323104
1.080683,48,1561.658459
0.637627,21,1561.804445
0.364285,32,1562.031947
0.189068,47,1562.357018
0.931418,37,1562.612838
1.18482,28,1562.812543
0.860962,32,1563.040913
0.992955,58,1563.453052
0.545307,32,1563.680881
0.759462,42,1563.981014
0.980457,44,1564.297685
0.80066,45,1564.608014
1.181542,59,1565.021397
0.848781,40,1565.316983
1.149483,66,1565.78406
0.810955,32,1566.014155
1.139607,51,1566.534514
0.887421,62,1566.975015
1.12548,36,1567.237599
1.531837,47,1567.573806
1.189903,39,1567.848048
0.775081,38,1568.118271
1.086614,24,1568.293628
0.896648,59,1568.70511
1.027889,37,1568.962344
0.976019,29,1569.165082
0.97523,27,1569.356334
0.628166,32,1569.585323
0.666737,38,1569.85375
0.848757,48,1570.199193
0.171682,29,1570.402404
0.841947,29,1570.603718
0.669967,36,1570.859857
1.255449,59,1571.27814
0.846427,26,1571.465178
1.357347,31,1571.683944
0.823402,32,1571.918696
0.794208,29,1572.121955
0.931433,37,1572.383579
0.979187,44,1572.698276
0.774076,27,1572.885331
0.315704,51,1573.281686
1.346515,43,1573.585132
0.940447,33,1573.977411
0.572748,51,1574.343111
1.078507,38,1574.616549
1.17478,50,1574.971185
1.450078,43,1575.27381
0.455093,51,1575.629345
0.958107,31,1575.846325
1.251238,50,1576.200414
1.516999,48,1576.542644
0.935942,50,1576.899546
0.87027,44,1577.216071
1.026664,40,1577.502359
0.929333,34,1577.745185
1.096158,44,1578.064244
0.846669,35,1578.311425
0.689178,37,1578.56862
1.105771,43,1578.868467
0.892411,32,1579.097939
0.916622,28,1579.308906
1.038156,26,1579.496659
1.190121,46,1579.824222
0.590139,25,1579.999215
0.717968,33,1580.234309
0.457216,45,1580.551132
1.267918,37,1580.807725
0.86046,65,1581.430688
1.399888,32,1581.661129
1.052593,25,1581.836262
0.707748,57,1582.241457
1.161932,32,1582.475154
1.153164,52,1582.840245
0.993324,33,1583.069549
1.106385,51,1583.43121
0.836609,27,1583.618854
0.979734,44,1583.928659
0.97125,20,1584.080046
1.141565,30,1584.301425
1.33517,56,1584.77137
0.681027,26,1584.974007
0.53658,48,1585.336082
1.209848,42,1585.632834
0.757374,51,1585.988838
0.949783,33,1586.220701
0.773198,30,1586.436706
0.913255,24,1586.608782
0.270135,34,1586.849993
0.600864,46,1587.174084
1.45276,42,1587.47172
1.05674,54,1587.853355
0.77294,43,1588.149941
0.658265,71,1588.64415
0.910186,29,1589.006202
1.189881,45,1589.332104
1.574458,30,1589.542704
1.093183,47,1589.866965
0.548577,34,1590.109792
1.193116,40,1590.396773
1.163538,36,1590.653157
0.293955,67,1591.122323
1.082265,69,1591.609097
1.027261,55,1591.990413
0.553875,35,1592.232764
1.021776,32,1592.460455
0.562317,24,1592.632945
0.762402,30,1592.844599
1.300457,31,1593.059995
1.878625,49,1593.400417
1.015109,48,1593.743298
0.458945,26,1593.929059
1.333278,51,1594.287777
0.683008,42,1594.584649
0.718191,35,1594.829292
1.452886,45,1595.161592
0.446894,49,1595.502451
0.487813,39,1595.77214
1.039063,37,1596.031666
1.611654,38,1596.469174
1.039369,43,1596.768516
0.536646,22,1596.927862
1.355446,28,1597.129159
1.041802,37,1597.392874
0.563279,28,1597.600877
0.257117,33,1597.828421
0.297651,23,1597.988171
0.564034,46,1598.319708
0.243268,25,1598.493497
0.822535,53,1598.865698
1.510016,35,1599.109926
0.679848,17,1599.227802
1.695134,39,1599.5061
1.42773,40,1599.787804
0.290836,41,1600.07819
0.850552,30,1600.294365
0.862352,24,1600.468452
1.223087,56,1600.861031
1.244102,31,1601.080574
1.429683,60,1601.511707
1.037848,39,1601.78414
1.331551,62,1602.234252
1.139624,35,1602.478831
1.259968,33,1602.708735
1.132872,28,1602.910042
1.281824,34,1603.155374
0.865306,41,1603.441052
0.341298,27,1603.79317
1.128377,35,1604.038672
0.712194,34,1604.286492
1.322356,38,1604.557312
0.281999,30,1604.770062
0.375749,57,1605.16688
0.896959,32,1605.398174
1.199233,34,1605.638972
0.685937,41,1605.923233
0.211008,44,1606.239815
0.764671,29,1606.444103
1.245865,29,1606.64481
0.320668,30,1606.857755
0.98698,54,1607.250893
1.112808,35,1607.493886
1.228927,43,1607.79107
1.205768,57,1608.201713
1.014655,37,1608.461835
1.037718,38,1608.727516
0.976458,33,1608.956858
0.939766,42,1609.254496
1.001248,38,1609.522831
1.108196,35,1609.765411
0.966361,47,1610.092296
1.054781,46,1610.419904
0.258081,35,1610.661683
0.659629,27,1610.84802
0.988834,44,1611.337581
1.183615,40,1611.61689
0.900453,30,1611.827163
0.217901,44,1612.143448
1.280657,66,1612.606277
1.044154,32,1612.833346
0.90019,36,1613.085096
0.88585,34,1613.329897
0.963122,38,1613.595309
1.417323,53,1613.959295
0.988213,36,1614.23174
0.997737,42,1614.543346
0.242404,38,1614.808201
1.549564,47,1615.139468
0.68921,44,1615.447346
1.18873,39,1615.718299
0.885832,32,1615.942369
0.966797,33,1616.167228
0.715256,36,1616.424042
1.174522,44,1616.730641
0.736936,35,1616.970417
0.935378,45,1617.31249
0.811155,45,1617.617488
0.939698,58,1618.021618
0.727852,50,1618.533985
0.606359,42,1618.837219
1.061723,53,1619.212545
0.4358,16,1619.334028
1.253629,31,1619.553555
0.543095,22,1619.712206
1.725565,43,1620.015217
0.816844,33,1620.271591
1.012812,41,1620.5547
0.983051,47,1620.881301
0.759231,26,1621.067717
0.387022,21,1621.213595
0.940425,36,1621.469458
0.937468,32,1621.698372
0.996224,27,1621.885368
1.073532,29,1622.088023
0.967734,29,1622.293557
1.131847,45,1622.60852
0.935783,23,1622.769156
0.909955,20,1622.915804
0.87859,32,1623.14448
1.461284,53,1623.518399
1.263652,30,1623.733745
0.880818,54,1624.117009
1.046409,39,1624.393912
0.9365,34,1624.636879
1.380418,33,1624.86424
0.855212,45,1625.176581
0.622473,30,1625.397788
0.895759,37,1625.655291
0.968923,43,1626.11665
1.491461,38,1626.39338
0.815456,37,1626.654175
1.035259,54,1627.047251
0.965795,57,1627.457854
0.385327,44,1627.770616
1.199553,48,1628.116518
0.803683,29,1628.32325
1.051559,33,1628.553626
1.0975,62,1628.994871
1.082896,51,1629.35474
0.353916,32,1629.583014
1.340419,39,1629.857403
0.600781,35,1630.101936
0.76339,36,1630.360245
1.665975,56,1630.753923
1.172601,30,1630.967729
0.712156,32,1631.199365
0.366179,19,1631.33437
0.663013,45,1631.650197
0.760049,55,1632.040752
1.265835,51,1632.398245
1.072723,41,1632.683086
0.642445,33,1632.911895
0.644478,46,1633.40555
0.785762,26,1633.592234
1.398685,35,1633.838132
0.723563,30,1634.06922
1.217669,35,1634.329642
0.573693,28,1634.53003
1.155377,40,1634.814428
1.117058,43,1635.11265
1.033985,51,1635.46919
0.473997,47,1635.794387
0.962358,49,1636.133545
0.818863,38,1636.404581
0.464972,43,1636.703216
1.071051,32,1636.930502
1.152716,49,1637.273069
0.410445,31,1637.48777
1.040267,35,1637.72961
1.35295,45,1638.040031
0.985092,55,1638.423842
1.021075,42,1638.723329
0.695889,49,1639.065657
1.258708,29,1639.271868
0.372116,44,1639.595885
0.710376,25,1639.768561
1.092754,48,1640.107316
0.740621,34,1640.357847
1.111271,29,1640.559035
1.317883,45,1641.039716
1.077809,38,1641.312074
1.638114,66,1641.778286
1.335261,44,1642.09219
1.009221,34,1642.340924
0.832467,23,1642.500706
0.96721,35,1642.742199
0.726983,31,1642.960577
0.990489,46,1643.294676
0.375197,35,1643.535942
1.182175,31,1643.751342
1.078734,28,1643.95183
1.09597,57,1644.369788
0.888276,51,1644.72527
0.864842,32,1644.953916
0.346287,18,1645.095318
0.729253,38,1645.368016
1.310901,40,1645.650833
1.392296,40,1645.936468
0.904357,33,1646.177824
1.115674,47,1646.506237
0.554909,33,1646.733459
0.768383,42,1647.040087
1.086558,58,1647.475211
1.152409,32,1647.704331
0.895115,41,1647.993089
0.80283,52,1648.561779
0.927869,29,1648.766008
0.763594,30,1648.978896
1.122608,62,1649.41869
0.999486,35,1649.661096
1.645496,34,1649.904171
0.556461,34,1650.14432
1.155253,29,1650.349296
0.958451,40,1650.634049
1.111191,46,1650.959088
0.912013,30,1651.171883
1.267402,69,1651.658591
1.070751,34,1651.902076
0.827453,33,1652.130134
0.977227,35,1652.377294
1.133814,56,1652.770231
0.771589,68,1653.254413
0.506315,21,1653.401038
1.323395,46,1653.728381
0.884339,32,1653.956854
1.004177,40,1654.241811
1.234189,60,1654.665699
1.124426,40,1654.947888
0.297438,23,1655.107929
1.368294,35,1655.351003
1.032984,29,1655.707194
0.541109,38,1655.978635
1.059752,51,1656.341573
0.595301,32,1656.570132
0.995413,35,1656.813546
0.429204,38,1657.08442
0.341999,12,1657.17443
0.982511,46,1657.501616
1.464243,47,1657.828938
0.446229,45,1658.140683
0.922038,30,1658.35515
0.933057,29,1658.556208
0.887696,32,1658.785726
0.155907,26,1658.972754
1.589798,50,1659.331704
0.607447,28,1659.532749
1.006333,55,1659.916378
1.492293,53,1660.291793
1.456919,34,1660.535703
0.845165,31,1660.750113
1.063537,46,1661.079501
1.056791,28,1661.284909
1.422848,30,1661.500136
1.086497,35,1661.741392
0.577491,56,1662.167051
0.935031,48,1662.506762
1.410136,48,1662.847126
1.280741,64,1663.468744
0.446473,24,1663.640187
1.458419,42,1663.941525
1.179874,71,1664.438458
0.84825,48,1664.779124
1.432262,28,1664.979471
0.61965,30,1665.19722
1.051981,23,1665.359543
1.069127,22,1665.518339
0.619782,28,1665.751555
0.914483,42,1666.091698
1.001573,55,1666.477706
1.324477,53,1666.846555
0.592907,13,1666.936424
1.239806,35,1667.187838
1.688573,68,1667.674376
0.920422,59,1668.087706
0.897842,53,1668.463157
0.915261,33,1668.694267
0.935794,39,1668.968065
1.23036,32,1669.196969
0.640273,26,1669.388166
1.034016,34,1669.630086
1.193074,32,1669.858781
0.903413,37,1670.122487
1.094166,53,1670.652053
0.484277,38,1670.925967
0.780986,32,1671.174567
1.648082,54,1671.561443
0.993966,40,1671.846455
0.536703,24,1672.018969
1.297705,65,1672.476159
1.215413,35,1672.721638
0.140749,29,1672.924765
0.910249,34,1673.170773
1.215955,46,1673.50081
1.019598,50,1673.853386
0.194726,21,1673.999464
1.012174,52,1674.372585
1.340213,28,1674.574657
1.30964,64,1675.035504
1.285979,34,1675.292079
1.327457,45,1675.603562
1.304223,40,1675.885852
0.719473,70,1676.378835
1.016603,36,1676.633605
1.127357,43,1676.932852
1.304029,57,1677.32858
1.291694,31,1677.541219
1.563129,52,1677.906407
1.252454,43,1678.373573
0.807361,22,1678.531276
1.091565,47,1678.857248
1.317479,37,1679.112911
0.149391,44,1679.423848
1.147185,36,1679.679583
0.896256,32,1679.908529
0.763676,21,1680.053447
0.99583,28,1680.260425
0.80476,47,1680.587874
1.434518,28,1680.786449
0.500502,23,1680.945338
1.187196,35,1681.187848
0.25988,19,1681.322975
1.223596,60,1681.743324
1.375003,54,1682.120963
1.289743,33,1682.353362
1.361962,41,1682.6354
0.546208,34,1682.873574
0.97697,37,1683.132987
0.72817,32,1683.365253
1.058058,40,1683.648814
1.030516,28,1683.848861
0.581561,35,1684.110307
1.177804,33,1684.344017
1.26253,31,1684.557279
1.096973,37,1684.812614
0.565991,24,1684.987706
1.299128,73,1685.668637
0.798404,39,1685.943804
1.172756,41,1686.231572
0.991624,23,1686.396363
1.432334,42,1686.693516
0.945825,51,1687.052237
1.320129,32,1687.288256
0.952927,37,1687.545989
0.739074,36,1687.802136
1.493645,50,1688.15893
0.901448,34,1688.402292
0.688777,31,1688.618208
1.379078,58,1689.027413
1.376588,36,1689.287138
0.527106,29,1689.48809
1.59271,48,1689.825948
0.670824,42,1690.124461
1.009369,37,1690.3875
0.659487,33,1690.615726
0.944683,28,1690.819083
1.037032,47,1691.147692
0.978673,49,1691.496765
0.814269,34,1691.74143
0.832475,48,1692.110381
0.735818,35,1692.359145
1.084133,57,1692.913026
0.923892,32,1693.14708
0.593033,48,1693.490612
0.727436,42,1693.788156
0.998965,40,1694.072274
1.200055,53,1694.45107
0.867446,28,1694.652138
0.665048,31,1694.868115
0.949695,35,1695.132545
1.048846,44,1695.453565
0.968517,58,1695.865197
1.119872,59,1696.281166
1.368568,32,1696.511202
1.100607,33,1696.739779
1.129268,29,1696.94499
1.164879,51,1697.313819
0.60576,40,1697.595223
0.658627,56,1697.989535
0.901741,19,1698.128272
1.18017,45,1698.444952
0.674212,31,1698.659554
0.823289,29,1698.862269
0.604712,32,1699.090932
0.521228,42,1699.391801
1.211132,32,1699.618941
0.828363,55,1699.998184
1.075722,58,1700.581895
0.901715,30,1700.801353
1.171412,32,1701.035189
0.175684,41,1701.328719
0.915187,48,1701.672874
0.81714,31,1701.890959
1.073193,33,1702.125793
0.801288,30,1702.345514
1.868692,43,1702.649464
0.969933,68,1703.138665
0.461506,46,1703.469821
0.772726,41,1703.759941
0.983293,28,1703.963301
1.496331,55,1704.352435
1.893954,45,1704.67015
1.261407,36,1704.93051
1.176803,47,1705.264956
0.72418,30,1705.48327
0.847342,45,1705.798971
0.251567,49,1706.145542
0.955312,87,1706.765423
1.016596,30,1706.98161
0.931065,35,1707.23003
1.486454,39,1707.50864
1.109786,60,1708.121774
1.053896,27,1708.313203
0.689383,52,1708.681292
0.569636,36,1708.936439
0.969715,40,1709.24205
0.891721,33,1709.474966
1.151936,51,1709.833597
0.907747,33,1710.066722
0.506434,30,1710.284279
1.34917,64,1710.734562
1.092629,44,1711.047854
1.244975,47,1711.386451
0.962799,49,1711.729274
0.337277,22,1711.889571
0.801429,32,1712.119427
0.908382,34,1712.365587
0.821779,43,1712.665335
1.4226,54,1713.049326
0.927899,29,1713.251313
1.370164,45,1713.573522
1.257518,43,1713.874115
0.88176,38,1714.166322
0.847516,51,1714.524478
1.34385,43,1714.823747
1.560045,52,1715.381411
1.371247,33,1715.611174
1.009893,39,1715.879615
0.521985,46,1716.202699
0.974636,43,1716.50252
1.113421,79,1717.049919
1.451305,39,1717.324914
0.4081,34,1717.566062
1.692554,47,1717.895687
0.302001,56,1718.295285
0.636375,39,1718.566758
0.605635,31,1718.780928
0.908064,33,1719.010463
0.636361,35,1719.262355
0.582465,27,1719.45231
1.102804,26,1719.638076
1.155277,34,1719.881132
1.55194,30,1720.113075
0.820674,21,1720.260108
0.88716,37,1720.516622
1.481621,33,1720.744714
1.219191,39,1721.017929
1.150125,41,1721.311692
0.96566,46,1721.6372
