EpThisIter,EpRewMean,meankl,EpisodesSoFar,TimeElapsed,EpLenMean,TimestepsSoFar,surrgain,entloss,entropy,ev_tdlam_before,optimgain
6,2.4583441065284797,0.011534778,4485,7566.914044857025,36.75,148549,0.34447497,0.0,38.21712,0.9148732796311378,0.34447497
7,2.4797037143015404,0.01175062,4492,7579.762277126312,37.125,148825,0.37285703,0.0,38.217827,0.9293398261070251,0.37285703
7,2.3492038292164166,0.010778894,4499,7592.8542630672455,36.925,149038,0.26076636,0.0,38.215816,0.7961398512125015,0.26076636
7,2.342558854376306,0.012359295,4506,7605.7455904483795,36.65,149294,0.4623658,0.0,38.212284,0.8724661618471146,0.4623658
7,2.3372345869125004,0.01447244,4513,7618.799344062805,35.85,149552,0.43410057,0.0,38.212082,0.8720588982105255,0.43410057
10,2.3079167170922474,0.012614993,4523,7631.56237578392,34.7,149859,0.4206578,0.0,38.213417,0.7718169540166855,0.4206578
6,2.4110799319021696,0.012038942,4529,7644.505882740021,34.7,150106,0.38816914,0.0,38.212887,0.9293349832296371,0.38816914
6,2.466608267650984,0.010935765,4535,7657.708721399307,35.875,150347,0.3775388,0.0,38.213585,0.8000087440013885,0.3775388
7,2.625914355984888,0.012716942,4542,7670.575520992279,36.125,150582,0.38855582,0.0,38.21388,0.8450281322002411,0.38855582
7,2.6348052487245894,0.0126963165,4549,7683.632667541504,36.625,150870,0.39351973,0.0,38.209488,0.9091000631451607,0.39351973
7,2.5699670332477793,0.011229985,4556,7696.64267873764,37.2,151152,0.47785205,0.0,38.212162,0.9319619312882423,0.47785205
8,2.6339770635761974,0.010963948,4564,7709.724356651306,37.7,151400,0.33732074,0.0,38.21166,0.901700422167778,0.33732074
7,2.6391451738756153,0.012105627,4571,7722.653039932251,36.475,151643,0.41993308,0.0,38.21168,0.8699145019054413,0.41993308
7,2.5746405734663673,0.013592975,4578,7735.632797241211,36.5,151902,0.45511198,0.0,38.210575,0.9413879066705704,0.45511198
7,2.5005514956448165,0.01294377,4585,7748.515492916107,35.475,152126,0.32950997,0.0,38.20714,0.9386105835437775,0.32950997
6,2.4210723435937007,0.013534352,4591,7761.585754871368,35.425,152379,0.4905748,0.0,38.204483,0.9280092790722847,0.4905748
6,2.474511027044552,0.011805959,4597,7774.5900955200195,35.275,152617,0.3741493,0.0,38.205692,0.9270661920309067,0.3741493
7,2.5127441474000363,0.003868591,4604,7787.564076900482,37.2,152888,0.21499476,0.0,38.207287,0.932901494204998,0.21499476
6,2.560682330805901,0.012386283,4610,7800.728150606155,38.225,153146,0.39267087,0.0,38.205276,0.8996119946241379,0.39267087
6,2.618112232146828,0.011396778,4616,7813.643052577972,39.05,153397,0.46057582,0.0,38.20464,0.9336309134960175,0.46057582
7,2.5854783879594807,0.011667179,4623,7826.916076660156,39.75,153657,0.3738761,0.0,38.20369,0.9281549453735352,0.3738761
9,2.5989050976940056,0.0038275986,4632,7839.894099235535,37.875,153920,0.19517943,0.0,38.204025,0.8228313773870468,0.19517943
7,2.4303502701831716,0.01480829,4639,7853.002812385559,36.8,154172,0.6751047,0.0,38.20386,0.8937592059373856,0.6751047
5,2.4523095756005535,0.012419963,4644,7865.8140568733215,37.825,154401,0.493296,0.0,38.203495,0.9278400167822838,0.493296
8,2.4284186114816735,0.012648472,4652,7878.810973882675,36.7,154682,0.3373471,0.0,38.200764,0.8809543401002884,0.3373471
7,2.3898579791019414,0.0129562225,4659,7891.934259414673,34.975,154920,0.45597047,0.0,38.19845,0.8756879717111588,0.45597047
7,2.344865303216293,0.0122043565,4666,7905.121922492981,35.125,155166,0.38005927,0.0,38.19922,0.8720680922269821,0.38005927
8,2.3907702519008542,0.012705529,4674,7918.074730873108,35.5,155423,0.41084504,0.0,38.197826,0.9024205803871155,0.41084504
7,2.5289849667096593,0.012325484,4681,7931.0751123428345,35.125,155659,0.4694811,0.0,38.19788,0.897994264960289,0.4694811
7,2.4670991834861047,0.014243775,4688,7944.0804171562195,33.975,155928,0.3247571,0.0,38.195396,0.9197667762637138,0.3247571
7,2.4107900477023505,0.012250877,4695,7957.226481676102,34.75,156178,0.3798756,0.0,38.196156,0.9112000167369843,0.3798756
7,2.465914000658328,0.012541294,4702,7970.149539709091,35.625,156450,0.5153335,0.0,38.197144,0.9314141497015953,0.5153335
7,2.4691897100911504,0.013126908,4709,7983.549134969711,37.675,156767,0.36439782,0.0,38.196117,0.8430492728948593,0.36439782
7,2.4392270969250793,0.013866013,4716,7996.780985593796,38.25,157011,0.3191419,0.0,38.19594,0.8991078063845634,0.3191419
6,2.499623956944754,0.013500255,4722,8009.618432998657,38.225,157232,0.3890458,0.0,38.194347,0.8653949648141861,0.3890458
7,2.4974514715944194,0.013087943,4729,8022.538745164871,38.025,157493,0.3843132,0.0,38.1942,0.9262063130736351,0.3843132
6,2.566228915286493,0.013071019,4735,8035.65619468689,38.525,157719,0.3710939,0.0,38.19332,0.899095356464386,0.3710939
8,2.5434635887791304,0.0127899945,4743,8048.813629865646,36.6,157995,0.34949446,0.0,38.192867,0.9369024261832237,0.34949446
8,2.636477251180767,0.013072312,4751,8061.8867065906525,36.15,158299,0.4504606,0.0,38.193657,0.9203425049781799,0.4504606
7,2.6368708660539535,0.011342843,4758,8074.8446316719055,36.15,158541,0.458413,0.0,38.19355,0.8081063032150269,0.458413
8,2.6331752411150413,0.0144116245,4766,8087.9878005981445,35.9,158809,0.7403267,0.0,38.19067,0.9337791204452515,0.7403267
6,2.552651650259396,0.0129900975,4772,8101.138375282288,36.8,159069,0.36064485,0.0,38.191532,0.8299041092395782,0.36064485
6,2.5847621872600137,0.0144105945,4778,8114.011362314224,37.425,159313,0.4321466,0.0,38.19343,0.9371409714221954,0.4321466
8,2.508457003269579,0.004115986,4786,8126.792023897171,35.85,159560,0.20464665,0.0,38.19324,0.8955770879983902,0.20464665
8,2.402354013313116,0.014288845,4794,8139.847427368164,35.675,159811,0.39222932,0.0,38.19295,0.9088547378778458,0.39222932
7,2.406125561111909,0.01438162,4801,8152.862504720688,35.425,160069,0.44152465,0.0,38.190792,0.9198194965720177,0.44152465
7,2.4346504794432624,0.01311737,4808,8165.73877954483,34.6,160331,0.72910833,0.0,38.191654,0.9465631917119026,0.72910833
7,2.390118301157009,0.01329544,4815,8178.581762552261,34.5,160577,0.3709684,0.0,38.19116,0.8669599741697311,0.3709684
7,2.386616120940886,0.014198184,4822,8191.532613992691,34.625,160826,0.71133107,0.0,38.189415,0.9286407232284546,0.71133107
7,2.417628457016103,0.014815832,4829,8204.64461350441,35.075,161064,0.4136945,0.0,38.18864,0.9327147603034973,0.4136945
6,2.5439997524878346,0.012203853,4835,8217.633313417435,36.375,161299,0.46901697,0.0,38.18901,0.8374111205339432,0.46901697
6,2.463986200722556,0.013670633,4841,8230.628435850143,36.625,161534,0.5273032,0.0,38.18794,0.7809119671583176,0.5273032
7,2.37314442230469,0.013617768,4848,8243.628543138504,36.725,161800,0.37716353,0.0,38.18779,0.8399607539176941,0.37716353
9,2.4194561957704392,0.013968521,4857,8256.596980333328,35.95,162095,0.40026236,0.0,38.186684,0.9275156706571579,0.40026236
7,2.3783639325964643,0.0127512235,4864,8269.551470279694,36.775,162373,0.3054577,0.0,38.18168,0.8886507079005241,0.3054577
8,2.4702167501547123,0.011780123,4872,8282.651328086853,36.175,162628,0.5188886,0.0,38.181595,0.8742117583751678,0.5188886
7,2.465199666023878,0.014392893,4879,8295.76820731163,35.4,162890,0.38246316,0.0,38.179813,0.9123855158686638,0.38246316
6,2.5080342207017594,0.014769436,4885,8308.639435052872,35.175,163140,0.35202762,0.0,38.178543,0.9307738766074181,0.35202762
7,2.600812570588051,0.013181031,4892,8321.68517947197,36.325,163398,0.4919187,0.0,38.180336,0.9204449355602264,0.4919187
7,2.5602259375960896,0.013739086,4899,8334.618342399597,36.05,163634,0.43911153,0.0,38.178455,0.9412382021546364,0.43911153
7,2.5685070391649623,0.013885005,4906,8347.678808689117,35.45,163867,0.3740797,0.0,38.179073,0.8862064406275749,0.3740797
8,2.474122770191877,0.01403426,4914,8360.565219640732,34.85,164118,0.37036735,0.0,38.178425,0.8941014185547829,0.37036735
6,2.456703876737305,0.014238721,4920,8373.431412696838,36.25,164386,0.3784696,0.0,38.176884,0.8296902179718018,0.3784696
7,2.413574287062969,0.012943573,4927,8386.455440282822,35.925,164647,0.53772295,0.0,38.17827,0.9195446074008942,0.53772295
7,2.399664096942692,0.0044556037,4934,8399.525334596634,36.175,164892,0.17940253,0.0,38.176746,0.9062091484665871,0.17940253
8,2.446590583626134,0.013441388,4942,8412.203785657883,35.05,165153,0.5071585,0.0,38.176216,0.9514055363833904,0.5071585
6,2.414074168409307,0.013141518,4948,8425.121408462524,36.85,165405,0.5040684,0.0,38.1761,0.9394903853535652,0.5040684
7,2.480352317631733,0.014710529,4955,8438.150593996048,38.55,165713,0.54153436,0.0,38.174633,0.7933256030082703,0.54153436
6,2.5037735927393094,0.012821729,4961,8451.164371490479,37.875,165936,0.45280477,0.0,38.175365,0.9042528569698334,0.45280477
6,2.53560484158509,0.013522202,4967,8464.05513381958,38.8,166199,0.51898116,0.0,38.176098,0.894928015768528,0.51898116
8,2.513451012930085,0.01487316,4975,8476.990228891373,38.475,166459,0.44163522,0.0,38.175865,0.8773325681686401,0.44163522
8,2.531132268008728,0.0043934435,4983,8490.071617364883,38.45,166729,0.19454268,0.0,38.17248,0.9284255057573318,0.19454268
9,2.578025887778765,0.013117833,4992,8503.0000872612,34.125,166974,0.38426906,0.0,38.170895,0.8447712808847427,0.38426906
7,2.652257534123031,0.013794599,4999,8515.868736028671,34.25,167237,0.323276,0.0,38.17057,0.9173940196633339,0.323276
6,2.656692683312501,0.0135881305,5005,8528.883824586868,34.325,167473,0.5985681,0.0,38.169933,0.9407455399632454,0.5985681
8,2.6957276519806874,0.01446089,5013,8541.879216432571,33.6,167727,0.47334498,0.0,38.169178,0.917545460164547,0.47334498
6,2.642353664830587,0.003845474,5019,8554.94149017334,33.75,167967,0.19087496,0.0,38.167778,0.9379202909767628,0.19087496
8,2.676760211265918,0.0038693105,5027,8567.760441064835,34.85,168229,0.21392158,0.0,38.169144,0.9070642590522766,0.21392158
6,2.578345223313296,0.012917693,5033,8580.949796676636,36.3,168472,0.5715662,0.0,38.16484,0.9361068680882454,0.5715662
7,2.633928046941034,0.01326614,5040,8593.895498752594,36.5,168736,0.44014195,0.0,38.16485,0.9297324120998383,0.44014195
6,2.5787376269748483,0.0140495375,5046,8606.823157548904,36.15,168968,0.42660606,0.0,38.16387,0.9176659733057022,0.42660606
9,2.4122415077146897,0.014882112,5055,8619.706373929977,35.75,169246,0.58425903,0.0,38.16216,0.8767397329211235,0.58425903
6,2.44594262686779,0.01449142,5061,8632.600837230682,36.1,169500,0.36066902,0.0,38.16056,0.9304529651999474,0.36066902
6,2.492290513694799,0.012729444,5067,8645.829090833664,37.875,169744,0.30621883,0.0,38.156937,0.9275370240211487,0.30621883
7,2.5885911186432096,0.014612397,5074,8658.695273399353,37.75,170025,0.49791402,0.0,38.156506,0.8609910160303116,0.49791402
10,2.380943321654043,0.013354852,5084,8671.72121167183,35.35,170287,0.32116672,0.0,38.15743,0.7957441508769989,0.32116672
