entropy,surrgain,TimestepsSoFar,optimgain,EpLenMean,EpRewMean,EpThisIter,meankl,EpisodesSoFar,ev_tdlam_before,TimeElapsed,entloss
37.14332,0.15530619,287776,0.15530619,58.725,2.0057013127244034,46,0.007279572,6451,0.8668327033519745,862.3184628486633,0.0
37.133316,0.16475835,290261,0.16475835,62.125,2.030773033021077,40,0.007134068,6491,0.8600577265024185,869.9146387577057,0.0
37.121166,0.15860145,292944,0.15860145,60.925,2.1025177702141047,44,0.0071596876,6535,0.7576818466186523,877.4016590118408,0.0
37.11257,0.1533142,295388,0.1533142,56.275,2.008140504493338,43,0.0070347623,6578,0.8309346735477448,885.0547623634338,0.0
37.069817,0.16027483,298166,0.16027483,60.025,2.1558610176724073,47,0.0070682256,6625,0.8909889236092567,892.5771660804749,0.0
37.037888,0.15639846,300770,0.15639846,57.45,2.084202281444324,45,0.0071484623,6670,0.8369782119989395,900.194785118103,0.0
37.013535,0.15256338,303306,0.15256338,54.35,1.932376583245783,45,0.006933012,6715,0.8228638023138046,907.7188520431519,0.0
36.985466,0.15887398,305867,0.15887398,59.375,1.8645548348553966,44,0.00709395,6759,0.6127378344535828,915.445305109024,0.0
36.984787,0.15916479,308363,0.15916479,66.325,1.9404322436818457,37,0.007144752,6796,0.9028304666280746,923.1590468883514,0.0
36.92386,0.16128902,310883,0.16128902,59.025,2.0922912539495906,42,0.0070007853,6838,0.8048387765884399,930.7749397754669,0.0
36.891678,0.15988323,313453,0.15988323,59.35,2.0234089255393566,43,0.0075399713,6881,0.8047927916049957,938.3905549049377,0.0
36.860535,0.1582247,316187,0.1582247,56.7,2.234010054474834,47,0.0074233366,6928,0.8788417279720306,946.1515593528748,0.0
36.82997,0.16714287,318583,0.16714287,55.175,2.329390376545903,43,0.0071075438,6971,0.8597324639558792,953.9326393604279,0.0
36.806934,0.16184728,321310,0.16184728,56.15,2.3325440891930596,47,0.0070859804,7018,0.6265907883644104,961.5270504951477,0.0
36.795525,0.1597841,323880,0.1597841,57.525,2.2669741893082125,45,0.0071926117,7063,0.6333589553833008,969.1399114131927,0.0
36.754402,0.15796104,326479,0.15796104,58.6,2.3426004071072892,46,0.007090883,7109,0.7973781526088715,976.6231245994568,0.0
36.708538,0.15884817,329052,0.15884817,59.5,2.029704251791209,44,0.006946641,7153,0.8266134560108185,984.0850305557251,0.0
36.669632,0.15794349,331657,0.15794349,56.5,2.388528254093928,46,0.0073217885,7199,0.6521986126899719,991.5694801807404,0.0
36.62992,0.16508527,334052,0.16508527,57.675,2.051116889853503,42,0.0071185688,7241,0.8633078336715698,999.1051638126373,0.0
36.61801,0.16008468,336707,0.16008468,58.375,2.0273411591855823,44,0.0073500737,7285,0.5399574041366577,1006.9203586578369,0.0
36.58244,0.16152656,339272,0.16152656,58.225,2.3273354194815843,45,0.006953108,7330,0.7684005796909332,1014.6370465755463,0.0
36.54712,0.15941136,341817,0.15941136,56.05,2.066032682077443,45,0.007273391,7375,0.8152319490909576,1022.1039547920227,0.0
36.515465,0.15840909,344411,0.15840909,56.125,2.302144201240427,46,0.007066826,7421,0.8170099556446075,1029.6934537887573,0.0
36.4859,0.16106,346944,0.16106,61.075,2.098591081756355,42,0.007446469,7463,0.805934339761734,1037.3006365299225,0.0
36.44927,0.16348426,349623,0.16348426,53.75,2.3828597809935483,49,0.0075075207,7512,0.8792531043291092,1044.7992579936981,0.0
36.448265,0.14906432,352231,0.14906432,54.725,2.198825809640648,48,0.0068583824,7560,0.8724366575479507,1052.4875769615173,0.0
36.412308,0.1651601,354750,0.1651601,58.325,2.2384875132585123,43,0.007212634,7603,0.8564758151769638,1060.1721839904785,0.0
36.392784,0.16355774,357073,0.16355774,55.55,2.235420308286029,42,0.0073601366,7645,0.8584438413381577,1067.8350458145142,0.0
36.407055,0.16448785,359570,0.16448785,58.875,2.0620959793734435,42,0.007308271,7687,0.6426124274730682,1075.522795677185,0.0
36.384167,0.1608622,362039,0.1608622,59.475,2.4930627640770857,41,0.007423184,7728,0.7825348526239395,1083.0751824378967,0.0
36.372936,0.16813019,364612,0.16813019,60.125,2.2764214518298562,42,0.007574372,7770,0.6870541870594025,1090.72225356102,0.0
36.37641,0.15995012,366999,0.15995012,59.675,1.9985950706963003,40,0.0071884105,7810,0.7767051011323929,1098.2611093521118,0.0
36.32187,0.16392323,369435,0.16392323,59.175,2.157077946368324,41,0.0074420003,7851,0.8177778273820877,1105.836272239685,0.0
36.28253,0.16789445,371959,0.16789445,61.725,2.4326741242482823,41,0.007316807,7892,0.790926456451416,1113.3155751228333,0.0
36.26055,0.15587525,374832,0.15587525,56.675,2.169822278313909,51,0.007032053,7943,0.8695627152919769,1120.8436784744263,0.0
36.26722,0.1661751,377336,0.1661751,65.35,2.0016480081337575,38,0.0075466805,7981,0.5682178139686584,1128.346640586853,0.0
36.217957,0.1628774,379896,0.1628774,59.475,2.0699236906425797,43,0.0073625953,8024,0.6904811263084412,1135.9380013942719,0.0
36.205467,0.16336724,382302,0.16336724,61.225,2.065071568937179,39,0.007101397,8063,0.8904095515608788,1143.4619944095612,0.0
36.19964,0.16192389,384637,0.16192389,56.675,2.3249031893789076,41,0.00694153,8104,0.8829108104109764,1151.0161437988281,0.0
36.172516,0.17185947,387155,0.17185947,61.05,2.0391760821982765,41,0.0074954494,8145,0.6775320768356323,1158.550041437149,0.0
36.166428,0.16600142,389860,0.16600142,57.4,2.21499629601036,46,0.007425339,8191,0.7447357773780823,1166.079303264618,0.0
36.158875,0.16893587,392369,0.16893587,53.65,2.1452792848582907,46,0.007612874,8237,0.7045217454433441,1173.607171535492,0.0
36.162415,0.1595714,394842,0.1595714,57.8,2.0964050913020813,43,0.0072732614,8280,0.7157713770866394,1181.0913455486298,0.0
36.130623,0.17026195,397350,0.17026195,66.3,2.0155931902841564,38,0.007557784,8318,0.8023298382759094,1188.5635092258453,0.0
36.117546,0.17263027,399872,0.17263027,63.05,2.416825263219106,40,0.007562875,8358,0.7478467524051666,1196.054295539856,0.0
36.116188,0.1660647,402403,0.1660647,63.275,2.339915168293848,40,0.0073342673,8398,0.8286098539829254,1203.5171856880188,0.0
36.117302,0.16628873,404912,0.16628873,66.275,2.301229807181293,38,0.007354914,8436,0.6461657285690308,1211.0125908851624,0.0
36.091667,0.16968651,407468,0.16968651,64.875,2.4364471631162976,39,0.0073389052,8475,0.444091796875,1218.5338339805603,0.0
36.08036,0.17020154,410162,0.17020154,64.65,2.178752758389406,42,0.007822859,8517,0.8922345414757729,1226.098537683487,0.0
36.05149,0.17387418,412610,0.17387418,58.775,2.545110653517821,41,0.007215758,8558,0.7577706873416901,1233.7494463920593,0.0
36.04601,0.17085716,415161,0.17085716,66.15,2.154937062518205,39,0.0076217884,8597,0.6626750528812408,1241.2736597061157,0.0
36.034164,0.1675736,417762,0.1675736,55.5,2.399383585675729,45,0.007525228,8642,0.7861211895942688,1248.7958345413208,0.0
36.042923,0.17535606,420361,0.17535606,63.25,2.4376246719236265,41,0.007554227,8683,0.663481742143631,1256.5221390724182,0.0
35.999645,0.16382134,423053,0.16382134,60.375,2.185322093212527,44,0.0074236738,8727,0.841283306479454,1264.0558233261108,0.0
35.979626,0.171536,425556,0.171536,61.525,2.283202527350634,41,0.0076113595,8768,0.8315153419971466,1271.6021497249603,0.0
35.96637,0.17152984,428175,0.17152984,60.125,2.1855149100422095,43,0.0073095458,8811,0.6093564331531525,1279.0727217197418,0.0
35.9654,0.17596062,430548,0.17596062,60.625,2.1209713826920167,39,0.0076792375,8850,0.6552366316318512,1286.6204872131348,0.0
35.918602,0.1678636,433054,0.1678636,62.65,2.326519177641618,40,0.0073808967,8890,0.7390597760677338,1294.274796962738,0.0
35.88564,0.16843121,435715,0.16843121,65.325,2.2736505497756703,41,0.0075382874,8931,0.8008278459310532,1301.7682898044586,0.0
35.855553,0.17397371,438348,0.17397371,63.95,2.2284036442985733,41,0.007684443,8972,0.9031157195568085,1309.255512714386,0.0
35.82199,0.17924878,440922,0.17924878,62.575,1.933848328519127,41,0.007426857,9013,0.9251174032688141,1316.7998325824738,0.0
35.811974,0.17604294,443424,0.17604294,58.275,2.269457387941382,43,0.0073891045,9056,0.6274901926517487,1324.319875240326,0.0
35.798393,0.16739962,446115,0.16739962,65.9,1.9190310447710608,41,0.0075816223,9097,0.6877522468566895,1331.837323665619,0.0
35.772713,0.17015082,448645,0.17015082,59.775,2.008059950327958,43,0.007196836,9140,0.7606143206357956,1339.400063276291,0.0
