ev_tdlam_before,entloss,optimgain,meankl,TimeElapsed,EpRewMean,EpThisIter,TimestepsSoFar,entropy,EpLenMean,EpisodesSoFar,surrgain
0.8547069430351257,0.0,0.2874468,0.012862148,2554.147662639618,1.1902420889113483,22,114745,35.169613,46.225,3181,0.2874468
0.8531960397958755,0.0,0.2799846,0.012215339,2578.607433319092,1.1370200528461125,23,115781,35.127438,46.25,3204,0.2799846
0.8638363480567932,0.0,0.28311193,0.011667757,2602.8997077941895,1.1485608643131866,23,116816,35.113228,44.975,3227,0.28311193
0.8542170971632004,0.0,0.2513511,0.011595216,2635.5478930473328,1.249500168098066,21,117818,35.06707,46.25,3248,0.2513511
0.8560182005167007,0.0,0.25839746,0.011270121,2662.1063566207886,1.2369138815952945,24,118857,35.028805,44.275,3272,0.25839746
0.8712960779666901,0.0,0.2658683,0.011872463,2684.967747926712,1.2524172855589828,22,119915,35.006344,45.875,3294,0.2658683
0.833859458565712,0.0,0.29948327,0.011530528,2708.973708152771,1.3212049169248754,24,120969,34.986313,46.05,3318,0.29948327
0.8976979628205299,0.0,0.2934941,0.011412965,2733.605875492096,1.3340223720355713,23,121986,34.94651,44.95,3341,0.2934941
0.8708113431930542,0.0,0.28545317,0.012325434,2757.9998536109924,1.2982180152884717,23,123022,34.9101,45.125,3364,0.28545317
0.8535614907741547,0.0,0.27906078,0.011413109,2781.845032930374,1.2495538764529017,21,124000,34.87478,44.925,3385,0.27906078
0.8715496361255646,0.0,0.26999384,0.012505084,2806.155396938324,1.2375012688375508,20,125032,34.857853,49.2,3405,0.26999384
0.8419920951128006,0.0,0.31147376,0.011854367,2829.657796859741,1.2466204929308917,19,126004,34.841965,50.675,3424,0.31147376
0.8398398607969284,0.0,0.29538497,0.0116846515,2852.8044381141663,1.319083982940921,19,126978,34.830063,51.075,3443,0.29538497
0.8743268400430679,0.0,0.26014808,0.012154752,2875.9999091625214,1.3156904634415127,21,127988,34.80865,49.6,3464,0.26014808
0.8592792451381683,0.0,0.25601172,0.012779404,2899.154551267624,1.2865024649140533,23,129072,34.77051,47.325,3487,0.25601172
0.8660132586956024,0.0,0.30409914,0.012649228,2922.36013174057,1.3471866496304268,23,130151,34.76562,46.975,3510,0.30409914
0.8392943143844604,0.0,0.25716847,0.012586774,2947.0147955417633,1.3132641524619861,19,131138,34.73909,49.0,3529,0.25716847
0.8803015202283859,0.0,0.2943247,0.013149111,2970.0682582855225,1.2469178250484743,20,132140,34.703793,50.4,3549,0.2943247
0.8784838244318962,0.0,0.29081255,0.013031498,2992.881456375122,1.2799708487292958,23,133143,34.677063,46.3,3572,0.29081255
0.8965178206562996,0.0,0.26695094,0.012201786,3015.979270219803,1.2724221792511052,19,134134,34.676804,48.05,3591,0.26695094
0.8585009276866913,0.0,0.2773035,0.012627947,3038.837101459503,1.2941305861128005,20,135192,34.65398,52.825,3611,0.2773035
0.8532494902610779,0.0,0.2917595,0.012373815,3061.7592101097107,1.2510336308423027,21,136219,34.64035,50.95,3632,0.2917595
0.8462959825992584,0.0,0.27274603,0.012121931,3084.777203798294,1.2478683352311064,21,137245,34.60889,49.8,3653,0.27274603
0.8937666565179825,0.0,0.31407258,0.012251186,3107.7346143722534,1.3040666467033315,19,138278,34.57781,51.475,3672,0.31407258
0.8765332773327827,0.0,0.29827204,0.012728507,3130.7991182804108,1.3791878188491578,22,139319,34.57228,50.525,3694,0.29827204
0.8836559504270554,0.0,0.28368348,0.013311975,3153.601343870163,1.3291882155700285,24,140332,34.562008,44.125,3718,0.28368348
0.8711471408605576,0.0,0.29042846,0.012890726,3176.5461440086365,1.3657850582271949,22,141378,34.528015,44.375,3740,0.29042846
0.8918186277151108,0.0,0.2785182,0.013065682,3199.357894182205,1.3780963475173966,22,142387,34.52197,46.625,3762,0.2785182
0.9128950983285904,0.0,0.25154495,0.012035484,3221.899354696274,1.4225436961799995,22,143415,34.488766,45.025,3784,0.25154495
0.9011573866009712,0.0,0.2764872,0.013233192,3244.6008303165436,1.4701666947663508,19,144472,34.47003,50.55,3803,0.2764872
0.8307479619979858,0.0,0.27553007,0.013068846,3267.3823750019073,1.3735071084190071,22,145534,34.454056,51.725,3825,0.27553007
0.8785336017608643,0.0,0.28783458,0.012038019,3290.1407327651978,1.414004500572959,20,146549,34.431644,49.175,3845,0.28783458
0.8931376114487648,0.0,0.28170943,0.013260847,3312.9982030391693,1.457736373152327,21,147576,34.425297,49.425,3866,0.28170943
0.9146731048822403,0.0,0.31108195,0.013322966,3335.903787136078,1.3824186581429114,19,148650,34.409164,52.525,3885,0.31108195
0.8666326701641083,0.0,0.26765987,0.013307452,3358.587930202484,1.3671599346151229,18,149631,34.391785,55.225,3903,0.26765987
0.8723036497831345,0.0,0.2879125,0.011866622,3381.6089832782745,1.4427711222006223,19,150637,34.37792,53.7,3922,0.2879125
0.8733350038528442,0.0,0.28081477,0.012663095,3404.3619241714478,1.4582335473501604,17,151632,34.374287,55.325,3939,0.28081477
0.9027071297168732,0.0,0.2786618,0.012970364,3427.1352479457855,1.4213086262699477,23,152690,34.348686,51.325,3962,0.2786618
0.8933243155479431,0.0,0.32903728,0.013214573,3449.896919488907,1.500473238538277,17,153733,34.330025,52.525,3979,0.32903728
0.9023875519633293,0.0,0.27155143,0.01267611,3472.7415342330933,1.495921565227447,20,154777,34.315704,55.2,3999,0.27155143
0.8666955679655075,0.0,0.27645373,0.0135753,3495.8057980537415,1.359261020597342,20,155797,34.309128,51.6,4019,0.27645373
0.8170026391744614,0.0,0.32959616,0.013105966,3518.7301156520844,1.3980842940416878,21,156850,34.294865,50.025,4040,0.32959616
0.8073938488960266,0.0,0.3078803,0.013077149,3541.429564476013,1.4755141003239125,20,157870,34.290035,50.8,4060,0.3078803
0.9005948379635811,0.0,0.2784329,0.012108129,3564.3482053279877,1.4426301833319615,21,158894,34.26399,49.375,4081,0.2784329
0.8666101843118668,0.0,0.33036688,0.012585781,3587.312055826187,1.4500202141424652,18,159918,34.256824,52.2,4099,0.33036688
0.8372304439544678,0.0,0.2816251,0.013202744,3610.02605843544,1.4227440139521792,22,160952,34.232685,51.45,4121,0.2816251
0.8752916902303696,0.0,0.2913835,0.014735447,3632.969857931137,1.3718089823847885,17,162014,34.21675,53.15,4138,0.2913835
0.8468612730503082,0.0,0.32148522,0.013157325,3655.873886346817,1.4800466876349154,18,163064,34.219456,58.025,4156,0.32148522
0.876167818903923,0.0,0.31885758,0.01319618,3678.8368017673492,1.5444278809597956,16,164056,34.20343,59.5,4172,0.31885758
0.8436606824398041,0.0,0.29113248,0.0134707615,3701.8489558696747,1.5572158482360545,17,165049,34.17432,58.525,4189,0.29113248
0.8634578138589859,0.0,0.3167201,0.0130263055,3724.678148508072,1.4412196213934254,18,166050,34.16894,57.775,4207,0.3167201
0.8691567927598953,0.0,0.27512816,0.0133548565,3747.64785695076,1.4341748885209482,19,167046,34.160908,54.125,4226,0.27512816
0.8651276379823685,0.0,0.2877754,0.012583411,3770.3779814243317,1.5216270165619985,19,168083,34.160213,54.475,4245,0.2877754
0.8828261345624924,0.0,0.27661294,0.013035946,3793.2756671905518,1.583985307448922,19,169065,34.14551,53.5,4264,0.27661294
0.9046882539987564,0.0,0.29880917,0.01324158,3816.2929244041443,1.5140096868533108,19,170052,34.13917,51.45,4283,0.29880917
0.89194405823946,0.0,0.2722132,0.013406582,3839.191743850708,1.434596953410018,18,171029,34.125217,53.275,4301,0.2722132
0.8811314180493355,0.0,0.26786613,0.013783276,3862.14554643631,1.4824351789865424,20,172088,34.101547,53.575,4321,0.26786613
0.8099733591079712,0.0,0.30178088,0.01319775,3885.078766822815,1.5031205888136978,21,173106,34.08864,50.4,4342,0.30178088
0.859477624297142,0.0,0.30762768,0.013664951,3908.070187807083,1.4922017501355729,19,174097,34.074535,50.225,4361,0.30762768
0.9134429544210434,0.0,0.2690226,0.013530478,3930.970709323883,1.5491319443553255,18,175145,34.061527,54.35,4379,0.2690226
0.9097152650356293,0.0,0.29930216,0.013963344,3953.904225587845,1.458642143571813,18,176123,34.053226,56.325,4397,0.29930216
0.8843924924731255,0.0,0.25408888,0.012976084,3977.010089159012,1.4245053646866546,20,177145,34.03391,53.05,4417,0.25408888
0.8941116854548454,0.0,0.28434032,0.0131580755,4000.163719177246,1.5164049931808308,19,178217,34.026314,53.925,4436,0.28434032
0.8946678712964058,0.0,0.2858907,0.013235049,4023.044023513794,1.6226102158647975,17,179260,34.012466,58.45,4453,0.2858907
0.8740698993206024,0.0,0.28482363,0.013629707,4045.9874515533447,1.4937377297557333,21,180333,34.004887,55.825,4474,0.28482363
0.8596750646829605,0.0,0.32686692,0.013649078,4068.7870371341705,1.3836658004429911,16,181289,33.993637,54.525,4490,0.32686692
0.9232125207781792,0.0,0.32744628,0.013290912,4091.686860561371,1.3805244122639408,20,182302,33.96902,54.175,4510,0.32744628
0.8424861282110214,0.0,0.26384953,0.013088415,4114.467132329941,1.519015353699718,21,183339,33.95819,49.95,4531,0.26384953
0.8703576922416687,0.0,0.31349078,0.013289249,4137.185340642929,1.4521434114914231,20,184404,33.948425,50.7,4551,0.31349078
0.8808860257267952,0.0,0.31675738,0.014205024,4159.963727474213,1.4381533503891493,19,185405,33.93869,52.8,4570,0.31675738
0.8870992511510849,0.0,0.30888167,0.01370296,4182.701111793518,1.499934910937165,19,186412,33.922905,53.15,4589,0.30888167
0.8614582866430283,0.0,0.34226912,0.013243085,4205.4363305568695,1.4506649759683292,18,187394,33.925476,52.25,4607,0.34226912
0.8691906929016113,0.0,0.28336847,0.013930604,4228.498108863831,1.4137026184082486,17,188367,33.903854,56.225,4624,0.28336847
0.882424846291542,0.0,0.31231835,0.012449549,4251.033419132233,1.5338755328420917,19,189349,33.89041,53.9,4643,0.31231835
0.8375450223684311,0.0,0.34551376,0.012861168,4274.0265011787415,1.4929469440964653,21,190406,33.8725,50.975,4664,0.34551376
0.902366153895855,0.0,0.29486644,0.013543276,4297.01496553421,1.3552314945377004,18,191421,33.86693,53.025,4682,0.29486644
0.875772587954998,0.0,0.32167196,0.013321068,4319.7256281375885,1.5444014488445355,17,192446,33.851303,57.3,4699,0.32167196
0.8804762288928032,0.0,0.2980416,0.013137185,4342.598543405533,1.632248763388875,17,193477,33.84565,59.45,4716,0.2980416
0.8584543764591217,0.0,0.36267757,0.013999058,4365.265527486801,1.624064791783739,19,194517,33.837173,58.525,4735,0.36267757
0.877911239862442,0.0,0.2960053,0.013526191,4388.09768986702,1.5760221477872833,19,195537,33.821518,56.15,4754,0.2960053
0.8983831629157066,0.0,0.2772201,0.013354878,4410.968371152878,1.6889384876555547,17,196556,33.809628,55.625,4771,0.2772201
0.867191419005394,0.0,0.29130948,0.01370267,4433.696210384369,1.6615937138434809,18,197595,33.802433,58.15,4789,0.29130948
0.8580386489629745,0.0,0.35028753,0.01277332,4456.597854614258,1.5209103479037782,19,198607,33.806164,55.1,4808,0.35028753
0.8786477893590927,0.0,0.28447527,0.014297578,4479.468999862671,1.537515341531589,19,199603,33.795414,53.3,4827,0.28447527
0.8497731238603592,0.0,0.30566722,0.013014224,4502.137956619263,1.5064043408367709,18,200697,33.786568,56.775,4845,0.30566722
0.8904608488082886,0.0,0.3081873,0.013147426,4524.965172529221,1.5275244312652607,18,201733,33.78631,57.925,4863,0.3081873
0.859864741563797,0.0,0.33146673,0.013534443,4547.669549942017,1.5626339610860902,21,202756,33.78271,52.95,4884,0.33146673
0.8835167661309242,0.0,0.34265864,0.014041511,4570.399193286896,1.5978711131178405,19,203790,33.775608,51.425,4903,0.34265864
0.8743138760328293,0.0,0.31927437,0.013874365,4593.2970287799835,1.6020320297048152,18,204824,33.76683,55.45,4921,0.31927437
0.8934091851115227,0.0,0.3023127,0.013950758,4616.230812549591,1.5588378340294038,20,205858,33.76514,54.8,4941,0.3023127
0.8711934834718704,0.0,0.29242122,0.014396772,4639.105881214142,1.5524099593671448,17,206840,33.753418,54.75,4958,0.29242122
0.9232306405901909,0.0,0.3505961,0.0132409595,4662.040956497192,1.6315487613908537,18,207919,33.75685,58.475,4976,0.3505961
0.8507513552904129,0.0,0.30439097,0.013609996,4684.824590444565,1.6671565486268314,18,208932,33.748264,57.175,4994,0.30439097
0.8896949216723442,0.0,0.32403576,0.013895192,4707.704816579819,1.6482126349865769,19,210005,33.747288,56.5,5013,0.32403576
0.8870740011334419,0.0,0.37159202,0.013477279,4730.639563083649,1.6777702984369316,17,211034,33.735783,59.55,5030,0.37159202
0.8727676570415497,0.0,0.36863595,0.013311999,4753.3352036476135,1.554197118015733,18,212055,33.722713,55.65,5048,0.36863595
0.9062026366591454,0.0,0.35372,0.014621862,4776.370601177216,1.691451888689657,16,213040,33.71315,59.65,5064,0.35372
0.8959852755069733,0.0,0.29966635,0.01346359,4798.89625620842,1.6616940450734845,16,214006,33.69438,59.325,5080,0.29966635
0.9249164164066315,0.0,0.3284375,0.014367801,4821.6016664505005,1.62061422883332,19,215062,33.67938,57.6,5099,0.3284375
0.8756817504763603,0.0,0.33777502,0.013004951,4844.506923913956,1.6344803866620208,16,216042,33.669865,57.9,5115,0.33777502
